timestamp,benefits,employee_count,position,level,experience,lang_tool,salary_currency,salary,gender_Female,gender_Lgbt,gender_Male,gender_Unknownm,location_Abroad,location_Turkey,work_arrangement_Hybrid,work_arrangement_Office,work_arrangement_Remote
2023-02-01 09:00:54,"Meal card, Road/fuel assistance, Gym membership/discount, Gift vouchers on special occasions, Company telephone, Food aid, Education funds, Supplementary health insurance, Leaandon certain days",151-300,2,0,1-3 Years,"Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,6754.0,0,0,1,0,0,1,0,0,1
2023-02-01 09:06:58,"Meal card, Road/fuel assistance, Company telephone, Education funds, Supplementary health insurance, Life insurance",601-1.000,2,2,12 Years and Older,"Java and related frameworks, MS Office",TRY,77500.0,0,0,1,0,0,1,1,0,0
2023-02-01 09:10:48,"Meal card, Supplementary health insurance",1.000-5.000,2,0,0-1 Years,"SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,12500.0,1,0,0,0,0,1,0,0,1
2023-02-01 09:22:58,"Meal card, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days, Unemployment insurance",1-50,2,1,5-9 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux, MS Office",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-02-01 11:22:06,"Meal card, Company telephone, Education funds, Supplementary health insurance, Life insurance",151-300,2,2,12 Years and Older,SQL,TRY,41000.0,1,0,0,0,0,1,1,0,0
2023-02-01 12:16:31,"Meal card, Company telephone, Supplementary health insurance",1-50,2,2,5-9 Years,"SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,50000.0,0,0,1,0,0,1,1,0,0
2023-02-01 12:49:58,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services",151-300,2,2,1-3 Years,"C# / .NET Framework, Java and related frameworks, Javascript / Typescript and  related frameworks",TRY,19000.0,0,0,1,0,0,1,1,0,0
2023-02-01 12:51:47,"Road/fuel assistance, Gym membership/discount, Company telephone, Education funds, Employee stock options, Retirement planning services, Unemployment insurance",5.000-10.000,2,0,0-1 Years,"Java and related frameworks, Python / R, C, C++, NoSQL",TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-02-01 13:02:53,"Meal card, Road/fuel assistance, Gym membership/discount, Gift vouchers on special occasions, Company telephone, Food aid, Education funds, Employee stock options, Leaandon certain days, Life insurance, Retirement planning services, Unemployment insurance, Medical leave",301-600,2,2,5-9 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, MS Office",EUR,77500.0,1,0,0,0,1,0,1,0,0
2023-02-01 13:18:11,"Meal card, Company telephone, Supplementary health insurance, Leaandon certain days",10000 and Higher,2,1,5-9 Years,No-code / Low-code tools,TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-02-01 13:20:13,"Meal card, Company vehicle, Company telephone",1-50,2,2,3-5 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,27500.0,0,0,1,0,0,1,0,1,0
2023-02-01 13:43:24,"Road/fuel assistance, Supplementary health insurance",601-1.000,2,1,3-5 Years,"Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,22500.0,1,0,0,0,0,1,0,1,0
2023-02-01 13:58:59,"Meal card, Supplementary health insurance, Life insurance",301-600,2,2,5-9 Years,"Java and related frameworks, SQL",TRY,33500.0,1,0,0,0,0,1,0,0,1
2023-02-01 14:35:15,"Meal card, Supplementary health insurance",1-50,2,1,1-3 Years,"SQL, No-code / Low-code tools, MS Office",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-01 15:33:24,"Meal card, Road/fuel assistance, Medical leave",1-50,2,0,0-1 Years,MS Office,TRY,12500.0,1,0,0,0,0,1,0,1,0
2023-02-01 15:34:33,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services",1.000-5.000,2,0,1-3 Years,"C# / .NET Framework, SQL, MS Office",TRY,27500.0,1,0,0,0,0,1,1,0,0
2023-02-01 15:49:28,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company telephone, Food aid, Supplementary health insurance",151-300,2,1,1-3 Years,"SQL, MS Office",TRY,16500.0,0,0,1,0,0,1,0,1,0
2023-02-01 19:26:10,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days, Unemployment insurance",1.000-5.000,2,1,3-5 Years,"C# / .NET Framework, SQL, DevOps tools",TRY,41000.0,0,0,1,0,0,1,1,0,0
2023-02-02 08:07:47,"Meal card, Supplementary health insurance, Leaandon certain days, Medical leave",151-300,2,0,0-1 Years,"Javascript / Typescript and  related frameworks, PHP, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,16500.0,1,0,0,0,0,1,1,0,0
2023-02-02 10:19:36,"Meal card, Supplementary health insurance",151-300,2,2,12 Years and Older,"SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,41000.0,1,0,0,0,0,1,0,0,1
2023-02-02 11:23:50,"Meal card, Supplementary health insurance, Leaandon certain days",151-300,2,1,3-5 Years,"SQL, MS Office",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-02-02 12:52:44,"Meal card, Gift vouchers on special occasions, Company telephone, Food aid, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance, Medical leave",301-600,2,1,1-3 Years,"C# / .NET Framework, Figma / XD and  other design tools, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Adobe CC tools, MS Office",TRY,33500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:18:48,"Meal card, Road/fuel assistance, Gym membership/discount, Education funds, Supplementary health insurance, Leaandon certain days, Retirement planning services, Medical leave",5.000-10.000,3,0,0-1 Years,"Python / R, C, C++, SQL, DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, MS Office",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:27:01,"Meal card, Food aid, Education funds, Leaandon certain days",1-50,3,0,0-1 Years,"Jira / Asana / Trello / Bitrix24 and  similar PM tools, Kubernetes",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-02-01 09:50:44,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Food aid, Supplementary health insurance",5.000-10.000,3,2,5-9 Years,"Javascript / Typescript and  related frameworks, Figma / XD and  other design tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,62500.0,0,0,1,0,0,1,1,0,0
2023-02-01 11:44:10,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days",1.000-5.000,3,1,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL",TRY,33500.0,0,0,1,0,0,1,1,0,0
2023-02-01 16:02:33,Supplementary health insurance,5.000-10.000,3,2,5-9 Years,MS Office,TRY,41000.0,0,0,1,0,0,1,0,1,0
2023-02-01 01:40:04,Unknown,1-50,4,1,3-5 Years,No-code / Low-code tools,TRY,41000.0,0,0,1,0,1,0,0,0,1
2023-02-01 03:05:07,"Meal card, Road/fuel assistance",1-50,4,2,12 Years and Older,"Java and related frameworks, PHP, Ruby, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux, MS Office",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-01-31 21:37:33,Unknown,1-50,5,1,1-3 Years,"Python / R, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,2500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:52:10,"Meal card, Supplementary health insurance, Leaandon certain days",1-50,5,2,1-3 Years,"Javascript / Typescript and  related frameworks, Python / R",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:05:31,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance",1.000-5.000,5,1,3-5 Years,Linux,TRY,50000.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:39:15,Unknown,1-50,5,1,3-5 Years,"Python / R, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-01 00:18:47,Meal card,301-600,5,0,0-1 Years,Linux,TRY,2500.0,0,0,1,0,0,1,0,0,1
2023-02-01 00:48:08,"Meal card, Supplementary health insurance, Leaandon certain days",1-50,5,1,1-3 Years,Linux,TRY,33500.0,0,0,1,0,0,1,1,0,0
2023-02-01 00:54:53,"Meal card, Company telephone",1-50,5,0,0-1 Years,"Cloud tools ( AWS, Azure, GCP etc), Kubernetes, Linux",TRY,12500.0,0,0,1,0,0,1,0,1,0
2023-02-01 01:30:59,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance",10000 and Higher,5,2,5-9 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,50000.0,0,0,1,0,0,1,0,0,1
2023-02-01 08:24:06,"Supplementary health insurance, Leaandon certain days",10000 and Higher,5,0,0-1 Years,"Python / R, Linux",TRY,12500.0,1,0,0,0,0,1,0,1,0
2023-02-01 09:23:13,"Meal card, Company telephone, Retirement planning services",1.000-5.000,5,2,5-9 Years,"C# / .NET Framework, Python / R, SQL, MS Office",TRY,41000.0,0,0,1,0,0,1,0,0,1
2023-02-01 09:43:46,"Meal card, Road/fuel assistance, Food aid, Supplementary health insurance, Retirement planning services, Medical leave",1.000-5.000,5,1,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Cloud tools ( AWS, Azure, GCP etc), SQL",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-02-01 10:05:06,"Meal card, Road/fuel assistance, Food aid, Leaandon certain days",10000 and Higher,5,1,3-5 Years,"Python / R, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-02-01 10:19:33,"Meal card, Road/fuel assistance, Company telephone",1.000-5.000,5,0,0-1 Years,Linux,TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-01 10:36:12,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days, Retirement planning services, Workers compensation, Medical leave",1-50,5,1,0-1 Years,"Linux, MS Office",TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-02-01 10:45:28,"Meal card, Education funds, Medical leave",301-600,5,1,1-3 Years,"Cloud tools ( AWS, Azure, GCP etc), DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",USD,50000.0,0,0,1,0,1,0,0,0,1
2023-02-01 11:10:00,"Meal card, Gym membership/discount",1-50,5,2,9-12 Years,Jira / Asana / Trello / Bitrix24 and  similar PM tools,USD,62500.0,0,0,1,0,0,1,0,0,1
2023-02-01 11:25:28,"Meal card, Supplementary health insurance, Medical leave",10000 and Higher,5,2,5-9 Years,"Java and related frameworks, Python / R, SQL, Docker / containerd / Hyper-V / LXC / Podman, Linux, MS Office",TRY,62500.0,0,0,1,0,0,1,1,0,0
2023-02-01 15:58:24,Unknown,301-600,5,0,1-3 Years,"Python / R, C, C++, Docker / containerd / Hyper-V / LXC / Podman, Linux",USD,62500.0,0,0,1,0,1,0,0,0,1
2023-02-01 16:46:54,Road/fuel assistance,601-1.000,5,0,0-1 Years,"Python / R, Linux",TRY,9254.0,0,0,1,0,0,1,1,0,0
2023-02-02 10:16:14,"Meal card, Road/fuel assistance, Company vehicle, Supplementary health insurance, Leaandon certain days",1-50,5,1,5-9 Years,"C# / .NET Framework, Java and related frameworks, Python / R, C, C++, MS Office",TRY,41000.0,1,0,0,0,0,1,0,1,0
2023-01-31 21:36:11,"Meal card, Leaandon certain days",10000 and Higher,6,0,1-3 Years,"Python / R, SQL, No-code / Low-code tools",TRY,12500.0,0,0,0,1,0,1,1,0,0
2023-01-31 21:46:40,"Meal card, Supplementary health insurance",151-300,6,1,3-5 Years,"SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,1,0,0,0,0,1,0,0,1
2023-01-31 22:14:55,"Meal card, Gym membership/discount, Company telephone, Supplementary health insurance, Life insurance, Unemployment insurance",10000 and Higher,6,2,9-12 Years,"SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:08:00,"Meal card, Company telephone, Supplementary health insurance",601-1.000,6,1,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Linux",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:45:57,"Road/fuel assistance, Gift vouchers on special occasions, Food aid, Supplementary health insurance, Life insurance, Retirement planning services",10000 and Higher,6,2,5-9 Years,"Cloud tools ( AWS, Azure, GCP etc), SQL, No-code / Low-code tools",TRY,62500.0,0,0,1,0,0,1,0,0,1
2023-02-01 00:23:01,"Supplementary health insurance, Employee stock options, Leaandon certain days",151-300,6,2,9-12 Years,"Python / R, SQL",USD,50000.0,0,0,1,0,1,0,0,0,1
2023-02-01 00:32:32,"Meal card, Gift vouchers on special occasions, Company telephone",1.000-5.000,6,0,1-3 Years,"SQL, MS Office",TRY,12500.0,1,0,0,0,0,1,1,0,0
2023-02-01 08:39:24,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Leaandon certain days",601-1.000,6,0,0-1 Years,SQL,TRY,19000.0,0,0,1,0,0,1,0,0,1
2023-02-01 08:40:58,"Meal card, Road/fuel assistance, Supplementary health insurance",51-150,6,1,1-3 Years,SQL,TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-02-01 09:43:11,"Meal card, Leaandon certain days",301-600,6,0,0-1 Years,"Python / R, SQL, MS Office",TRY,12500.0,1,0,0,0,0,1,0,0,1
2023-02-01 11:44:20,"Meal card, Supplementary health insurance",51-150,6,0,0-1 Years,No-code / Low-code tools,TRY,9254.0,0,0,1,0,0,1,0,0,1
2023-02-01 11:52:08,"Meal card, Company telephone, Supplementary health insurance",51-150,6,0,0-1 Years,"SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,12500.0,1,0,0,0,0,1,1,0,0
2023-02-01 12:06:06,"Meal card, Gift vouchers on special occasions",51-150,6,0,0-1 Years,"SQL, MS Office",TRY,6754.0,1,0,0,0,0,1,0,1,0
2023-02-01 12:50:14,"Meal card, Road/fuel assistance, Life insurance",1-50,6,0,0-1 Years,MS Office,TRY,12500.0,0,0,1,0,1,0,0,0,1
2023-02-01 12:57:05,"Meal card, Supplementary health insurance, Leaandon certain days",301-600,6,0,1-3 Years,Python / R,TRY,12500.0,1,0,0,0,0,1,1,0,0
2023-02-01 13:03:59,"Meal card, Road/fuel assistance, Supplementary health insurance",601-1.000,6,2,12 Years and Older,"Python / R, SQL, NoSQL, MS Office",TRY,62500.0,0,0,1,0,0,1,1,0,0
2023-02-01 15:06:50,Supplementary health insurance,1.000-5.000,6,0,1-3 Years,"Jira / Asana / Trello / Bitrix24 and  similar PM tools, No-code / Low-code tools, MS Office",TRY,19000.0,0,0,1,0,0,1,0,1,0
2023-02-01 16:34:29,"Meal card, Road/fuel assistance",51-150,6,0,0-1 Years,"Python / R, SQL, MS Office",TRY,16500.0,1,0,0,0,0,1,0,1,0
2023-02-01 17:36:02,"Meal card, Supplementary health insurance",301-600,6,1,1-3 Years,"Python / R, SQL",TRY,27500.0,1,0,0,0,0,1,0,0,1
2023-02-01 19:26:33,"Company telephone, Education funds, Supplementary health insurance, Leaandon certain days, Retirement planning services, Unemployment insurance, Medical leave",51-150,6,0,1-3 Years,"Python / R, SQL, NoSQL, Linux",USD,22500.0,0,1,0,0,1,0,0,0,1
2023-02-02 02:15:20,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services",1.000-5.000,6,1,1-3 Years,"Cloud tools ( AWS, Azure, GCP etc), SQL, MS Office",TRY,41000.0,0,0,1,0,0,1,1,0,0
2023-02-02 10:50:32,Unknown,1-50,6,0,0-1 Years,"C# / .NET Framework, SQL",TRY,16500.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:32:43,"Meal card, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days",151-300,7,0,0-1 Years,"Python / R, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,12500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:02:57,Leaandon certain days,51-150,7,0,0-1 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Linux",USD,22500.0,0,0,1,0,1,0,0,0,1
2023-01-31 22:03:12,"Meal card, Road/fuel assistance, Gym membership/discount, Supplementary health insurance, Leaandon certain days",601-1.000,7,0,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:42:17,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company telephone, Supplementary health insurance",10000 and Higher,7,1,3-5 Years,"Python / R, SQL, Kubernetes",TRY,22500.0,1,0,0,0,0,1,0,0,1
2023-01-31 22:43:09,Meal card,1-50,7,0,0-1 Years,"Javascript / Typescript and  related frameworks, Python / R, DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,9254.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:49:17,Meal card,5.000-10.000,7,2,9-12 Years,"Python / R, SQL",TRY,77500.0,0,0,1,0,0,1,0,0,1
2023-01-31 23:59:35,Meal card,151-300,7,0,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Docker / containerd / Hyper-V / LXC / Podman",TRY,22500.0,0,0,1,0,1,0,0,0,1
2023-02-01 00:23:04,"Meal card, Supplementary health insurance",51-150,7,2,3-5 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Linux",TRY,50000.0,0,0,1,0,0,1,1,0,0
2023-02-01 02:52:08,"Meal card, Company telephone, Supplementary health insurance",1.000-5.000,7,1,3-5 Years,SQL,TRY,19000.0,1,0,0,0,0,1,0,0,1
2023-02-01 04:24:22,"Meal card, Road/fuel assistance",601-1.000,7,0,1-3 Years,"Kotlin, Rust",TRY,12500.0,0,0,1,0,0,1,0,1,0
2023-02-01 06:35:14,Leaandon certain days,301-600,7,0,0-1 Years,"Python / R, SQL, DevOps tools, Kubernetes, Linux",TRY,6754.0,0,0,1,0,0,1,0,0,1
2023-02-01 08:33:11,"Meal card, Road/fuel assistance",1.000-5.000,7,0,1-3 Years,"Python / R, SQL, DevOps tools, Linux",TRY,16500.0,0,0,1,0,0,1,0,0,1
2023-02-01 10:23:46,"Meal card, Supplementary health insurance, Workers compensation",151-300,7,1,1-3 Years,SQL,TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-01 11:30:30,"Meal card, Supplementary health insurance",10000 and Higher,7,1,3-5 Years,"Cloud tools ( AWS, Azure, GCP etc), Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-02-01 13:58:18,"Meal card, Education funds, Supplementary health insurance",1.000-5.000,7,1,1-3 Years,"Python / R, SQL, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,33500.0,0,0,1,0,0,1,0,1,0
2023-02-02 12:16:36,"Meal card, Food aid",1-50,7,0,0-1 Years,"C# / .NET Framework, Python / R, C, C++, SQL, Linux",TRY,16500.0,0,0,1,0,0,1,0,1,0
2023-01-31 21:43:03,"Meal card, Road/fuel assistance, Supplementary health insurance",10000 and Higher,8,0,0-1 Years,"Python / R, SQL",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:57:29,"Meal card, Road/fuel assistance, Education funds",1.000-5.000,8,0,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux, MS Office",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:01:24,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance, Life insurance, Retirement planning services",1-50,8,0,0-1 Years,"Java and related frameworks, Python / R, SQL",TRY,12500.0,1,0,0,0,0,1,0,1,0
2023-01-31 22:31:43,"Meal card, Gym membership/discount, Education funds, Supplementary health insurance, Leaandon certain days",1.000-5.000,8,0,1-3 Years,"Python / R, SQL",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:31:45,"Meal card, Supplementary health insurance",5.000-10.000,8,1,1-3 Years,"Python / R, SQL",TRY,33500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:39:22,"Meal card, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days",5.000-10.000,8,2,3-5 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Linux",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:54:12,"Meal card, Road/fuel assistance, Education funds, Supplementary health insurance, Life insurance",151-300,8,0,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,27500.0,0,0,1,0,0,1,0,1,0
2023-01-31 23:01:06,"Meal card, Company telephone, Supplementary health insurance",10000 and Higher,8,0,0-1 Years,"Python / R, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 23:21:57,"Meal card, Supplementary health insurance",151-300,8,0,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL",TRY,16500.0,1,0,0,0,0,1,0,0,1
2023-02-01 00:26:19,"Meal card, Supplementary health insurance",1-50,8,0,0-1 Years,"Python / R, SQL, MS Office",TRY,16500.0,1,0,0,0,0,1,1,0,0
2023-02-01 00:35:32,"Meal card, Road/fuel assistance, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services",1.000-5.000,8,1,3-5 Years,"Python / R, SQL, No-code / Low-code tools, MS Office",TRY,50000.0,0,1,0,0,0,1,1,0,0
2023-02-01 00:38:15,Supplementary health insurance,1-50,8,0,0-1 Years,"C# / .NET Framework, Python / R",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-02-01 02:53:04,"Meal card, Supplementary health insurance, Employee stock options",1-50,8,1,3-5 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",USD,27500.0,0,0,1,0,0,1,1,0,0
2023-02-01 07:07:05,"Meal card, Gift vouchers on special occasions, Education funds, Supplementary health insurance, Leaandon certain days",151-300,8,2,5-9 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, MS Office",TRY,50000.0,0,0,1,0,0,1,0,0,1
2023-02-01 07:42:37,"Meal card, Leaandon certain days",10000 and Higher,8,0,0-1 Years,"Python / R, SQL, MS Office",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-02-01 08:53:13,"Meal card, Road/fuel assistance",51-150,8,0,0-1 Years,"Python / R, SQL, NoSQL, Adobe CC tools, MS Office",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-01 08:54:47,"Meal card, Road/fuel assistance, Gym membership/discount, Company telephone, Supplementary health insurance, Leaandon certain days",151-300,8,0,1-3 Years,"Python / R, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-02-01 09:42:33,"Meal card, Supplementary health insurance",10000 and Higher,8,0,1-3 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL",TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-02-01 09:54:04,"Meal card, Life insurance",1-50,8,0,0-1 Years,"Python / R, SQL, Linux",TRY,12500.0,0,0,1,0,0,1,1,0,0
2023-02-01 10:58:05,"Education funds, Employee stock options, Leaandon certain days, Medical leave",1-50,8,1,1-3 Years,Python / R,TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-02-01 11:04:16,"Meal card, Road/fuel assistance",1-50,8,1,3-5 Years,"Python / R, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,33500.0,0,0,1,0,0,1,1,0,0
2023-02-01 11:07:55,"Meal card, Road/fuel assistance, Supplementary health insurance",51-150,8,0,1-3 Years,"Python / R, SQL",TRY,16500.0,1,0,0,0,0,1,0,0,1
2023-02-01 11:11:10,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company telephone, Education funds, Leaandon certain days",10000 and Higher,8,0,0-1 Years,"Python / R, Linux",TRY,16500.0,0,0,1,0,0,1,1,0,0
2023-02-01 11:54:32,"Meal card, Road/fuel assistance, Company vehicle, Supplementary health insurance",10000 and Higher,8,0,0-1 Years,"Python / R, SQL, NoSQL, Linux",TRY,16500.0,0,0,1,0,0,1,1,0,0
2023-02-01 12:58:14,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Company vehicle, Company telephone, Supplementary health insurance, Leaandon certain days, Life insurance, Medical leave",151-300,8,1,3-5 Years,"C# / .NET Framework, Java and related frameworks, Python / R, SQL",EUR,33500.0,1,0,0,0,1,0,0,0,1
2023-02-01 14:12:31,"Meal card, Gym membership/discount, Gift vouchers on special occasions, Education funds, Life insurance, Retirement planning services",601-1.000,8,0,0-1 Years,"Python / R, SQL, DevOps tools",TRY,27500.0,0,0,1,0,0,1,1,0,0
2023-02-01 14:59:34,"Meal card, Company telephone",301-600,8,0,1-3 Years,Python / R,TRY,19000.0,0,0,1,0,0,1,0,0,1
2023-02-02 00:33:46,Unknown,1.000-5.000,8,2,1-3 Years,"Python / R, SQL, NoSQL, Linux",TRY,27500.0,0,0,1,0,0,1,0,0,1
2023-02-02 13:08:34,"Meal card, Road/fuel assistance, Life insurance",5.000-10.000,8,0,1-3 Years,"Python / R, SQL",TRY,22500.0,0,0,1,0,0,1,1,0,0
2023-01-31 22:53:04,"Meal card, Life insurance",51-150,9,0,0-1 Years,"SQL, Linux",TRY,19000.0,0,0,1,0,0,1,1,0,0
2023-02-01 08:49:11,Meal card,601-1.000,9,1,9-12 Years,"C# / .NET Framework, SQL",TRY,19000.0,0,0,1,0,0,1,1,0,0
2023-01-31 21:42:00,"Meal card, Road/fuel assistance, Education funds",1-50,10,0,0-1 Years,"Cloud tools ( AWS, Azure, GCP etc), DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,9254.0,0,0,1,0,0,1,0,1,0
2023-01-31 22:14:19,"Meal card, Road/fuel assistance, Company telephone, Leaandon certain days, Life insurance",151-300,10,0,0-1 Years,"Cloud tools ( AWS, Azure, GCP etc), DevOps tools, Linux, MS Office",TRY,22500.0,0,0,1,0,0,1,0,0,1
2023-01-31 22:22:23,"Meal card, Road/fuel assistance, Company vehicle, Company telephone, Education funds, Supplementary health insurance",51-150,10,1,1-3 Years,"Python / R, DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,50000.0,0,0,1,0,0,1,1,0,0
